clause_text,clause_label
"Subject to Corio's payment of the annual support and maintenance fee, Commerce One's support and maintenance obligation of the Software and MarketSite.net Service shall continue after termination or expiration of this Agreement with respect to all Software Users granted access to the Software and MarketSite.net Service prior to termination or expiration of this Agreement.",Post-Termination Services
"Such books and records shall be kept for at least three (3) years following the end of the calendar month to which they pertain, and shall be open for inspection by an independent certified public accountant reasonably acceptable to Corio for the purpose of verifying the amounts payable to Commerce One under this Agreement. Such inspections may be made no more than once each calendar year, at reasonable times and upon reasonable notice. In addition, if any such inspection reveals an underpayment of more than five percent (5%) for the period under audit, Corio shall reimburse Commerce One for the reasonable cost of the examination.",Audit Rights
"EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE FILING OF THE CAUSE OF ACTION TO WHICH THE LIABILITY RELATES.",Uncapped Liability
"EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE FILING OF THE CAUSE OF ACTION TO WHICH THE LIABILITY RELATES. EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. The foregoing are Corio's sole and exclusive remedies for breach of product warranty.",Cap On Liability
"Commerce One will replace any defective media returned to Commerce One during the Warranty Period. If during the Warranty Period the Software and MarketSite.net Service does not perform in substantial compliance with the Documentation, Commerce One shall take all commercially reasonable efforts to correct the Software and MarketSite.net Service, or if correction of the Software and MarketSite.net Service is reasonably not possible, replace such Software and MarketSite.net Service free of charge. In addition, Commerce One warrants that during the Warranty Period the Software and MarketSite.net Service is free of any willfully introduced computer virus, or any other similar harmful, malicious or hidden program or data, which is designed to disable, erase, or alter the Software, or any other files, data, or software. In the event any such breach of warranty can not be reasonably corrected at Commerce One's sole expense, Corio has the right to terminate this Agreement and receive a refund of all prepaid fees. Commerce One warrants that the Software and MarketSite.net Service will perform in substantial accordance with the Documentation, and the media on which the Software is distributed will be free from defects in materials and workmanship under normal use, for a period of sixty (60) days from the Effective Date, but in no event not later than December 31, 1999 (the ""Warranty Period"").",Warranty Duration
"Each party covenants that it shall not, under any circumstances, sue the other party (or its officers, directors, successors and assigns) or any of that parties' licensees, customers, or distributors (""Protected Entities"") for patent infringment under any future patents or future patent rights relating to said Developments, that either party owns or controls, so long as that Protected Entity has a license from Commerce One or Corio to the Software, or to a product that is a modification of, derivative work based on, or replacement for the Software.",Covenant Not To Sue
"Thereafter, this Agreement shall automatically renew for subsequent one (1) year periods unless either party provides the other party with written notification at least thirty (30) days prior to the expiration of the initial five (5) year term or any one (1) year renewal thereof of its intention to terminate this Agreement.",Renewal Term
"This Agreement shall be governed by and construed in accordance with the laws of the State of New York without reference to its conflict or choice of law rules or principles. This Agreement shall be governed by the laws of the State of California, USA, excluding conflict of laws provisions and excluding the 1980 United Nations Convention on Contracts for the International Sale of Goods.",Governing Law
"During the term of this Agreement, Corio agrees not to provide the Software in connection with Corio Services or distribute the Software under Section 2.5 of this Agreement to the following companies or their subsidiaries: ***. Corio and Changepoint agree that on an semi-annual basis, this list of companies will be reviewed by the parties and each party agrees that its consent to the other party's request for changes to this list (additions and deletions) will not be unreasonably withheld or delayed.",Non-Compete
"Customer may assign this Agreement without Changepoint's consent (i) to an Affiliate of Customer; or (ii) to a purchaser of all or substantially all of Customer's assets. Otherwise, neither this Agreement nor any rights granted hereby may be transferred or assigned by Customer to any other person without Changepoint's prior written consent, (such consent shall not be unreasonably withheld), and any such attempted assignment shall be null and void. Any assignment in violation of this Section 14.1 shall be null and void. Neither party may assign this Agreement or any rights or obligations hereunder, whether by operation of law or otherwise, without the prior written consent of the other party.",Anti-Assignment
"Software Support and Maintenance shall automatically continue during the term of this Agreement and thereafter for the remaining term of any contracts Corio has with its Customers to continue providing the Corio Services, provided that Corio continues to pay the revenue sharing fees as provided in EXHIBIT B hereto. The Annual Maintenance Fee is 18% of the undiscounted License Fees due to Changepoint hereunder and is payable annually in advance. REVENUE SHARING FEES: 1. Corio Customer Application Management Revenue: Corio to pay Changepoint *** of all Application Management Revenue from Corio Customers for use of Changepoint Software subject to the following limitations. A. The Corio invoice amounts used to calculate the revenues subject to this revenue share shall not include Professional Service fees or Network access fees. B. These Application Management Revenue fees shall begin accruing when the Corio Customer first commences making payments to Corio for the Corio Services. Software support and maintenance fees are included in the 10% Revenue Sharing Fee. In consideration for the licenses granted to Corio pursuant to Section 2 (except Section 2.5) of this Agreement, Corio shall pay the revenue sharing fees specified in EXHIBIT B hereto.",Revenue/Profit Sharing
"Corio shall not demonstrate the Software to any one Customer for more than sixty (60) days from the start of that Customer demonstration, and Corio shall not demonstrate the Software to more than ten (10) Software Users at any one time.",Volume Restriction
"All changes, modifications and enhancements or derivative works made to the Software or Documentation by Corio or Changepoint, or jointly by the parties, shall be owned by Changepoint, including all copyrights, patents, trade secret rights, trademarks and other intellectual property rights therein.",Ip Ownership Assignment
"Ownership of any works to be created jointly by the parties, including all copyrights, patents, trade secret rights, trademarks and other intellectual property rights therein, shall be decided by the parties at the commencement of such joint efforts.",Joint Ip Ownership
"Subject to the provisions of this Agreement including the provisions of Article 8, Changepoint hereby grants to Customer and Customer hereby accepts from Changepoint the perpetual, personal, non-transferable and non-exclusive Software Licenses to use the Licensed Software for Customer's internal business purposes. Customer is granted an unlimited number of Client Access Licenses. Upon the release of the Source Code to Corio pursuant to Section 12.2 of this Agreement, Corio shall have a royalty-free, nonexclusive, nontransferable, right and license at its head office to use and modify the Source Code to support and maintain the Software until the expiration or termination of Corio's Customers' License Agreements for the Corio Services. Subject to the terms and conditions of this Agreement, Changepoint hereby grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) royalty-free, fully paid up right and license in the Territory, on Corio Servers, to make a reasonable number of copies of the Demonstration Software solely for demonstration purposes to potential Customers. Subject to the terms and conditions of this Agreement, Changepoint hereby grants to Corio a fee-bearing, irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) license in the Territory to (i) reproduce the Software in machine executable object code format only for installation on the Corio Servers; (ii) install multiple copies of the Software on Corio's Servers which will be made remotely accessible to Corio's Customers for their internal business purposes, (iii) permit limited access to and use of the Software by Customers through Corio Servers solely for such Customer's internal business purposes; (iv) sublicense an unlimited number of Customers to access and use the Software only through the installation on Corio Servers solely for such Customer's internal business purposes; and (v) use Changepoint's tools and utilities, if any, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, to configure, integrate and manage the Software. Corio shall not authorize Customers to download or reproduce the Software for use except as necessary in connection with the Corio Services. Subject to the terms and conditions of this Agreement, Changepoint grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid up license in the Territory to reproduce, install and use additional copies of the Software, Documentation, and Software tools and utilities if any, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for production, testing, development, upgrade, reporting and training for the purpose of allowing the Software to be made available to Customers as part of the Corio Services. During the term of this Agreement, each party authorizes the other party to display and use the other's trademarks, trade names and logos (collectively, the ""TRADEMARKS"") in connection with that party's sale, advertisement, service and promotion of the Corio Services or the Software. Changepoint grants to Corio a nonexclusive, nontransferable (except in Corio shall have the right to resell licenses for the Software to any Corio Customer according to the terms and conditions of Changepoint's standard Distribution Agreement (""Changepoint's Distribution Agreement"").",License Grant
"Subject to the provisions of this Agreement including the provisions of Article 8, Changepoint hereby grants to Customer and Customer hereby accepts from Changepoint the perpetual, personal, non-transferable and non-exclusive Software Licenses to use the Licensed Software for Customer's internal business purposes. Upon the release of the Source Code to Corio pursuant to Section 12.2 of this Agreement, Corio shall have a royalty-free, nonexclusive, nontransferable, right and license at its head office to use and modify the Source Code to support and maintain the Software until the expiration or termination of Corio's Customers' License Agreements for the Corio Services. Subject to the terms and conditions of this Agreement, Changepoint hereby grants to Corio a fee-bearing, irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) license in the Territory to (i) reproduce the Software in machine executable object code format only for installation on the Corio Servers; (ii) install multiple copies of the Software on Corio's Servers which will be made remotely accessible to Corio's Customers for their internal business purposes, (iii) permit limited access to and use of the Software by Customers through Corio Servers solely for such Customer's internal business purposes; (iv) sublicense an unlimited number of Customers to access and use the Software only through the installation on Corio Servers solely for such Customer's internal business purposes; and (v) use Changepoint's tools and utilities, if any, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, to configure, integrate and manage the Software. Subject to the terms and conditions of this Agreement, Changepoint hereby grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) royalty-free, fully paid up right and license in the Territory, on Corio Servers, to make a reasonable number of copies of the Demonstration Software solely for demonstration purposes to potential Customers. Changepoint grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid-up license to install and use the Software, Documentation, and Software tools and utilities if any, for an unlimited number of Corio users, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for Corio's internal business purposes. Subject to the terms and conditions of this Agreement, Changepoint grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid up license in the Territory to reproduce, install and use additional copies of the Software, Documentation, and Software tools and utilities if any, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for production, testing, development, upgrade, reporting and training for the purpose of allowing the Software to be made available to Customers as part of the Corio Services.",Non-Transferable License
"The utilization rights of Customer are as follows: (a) Customer is granted an unlimited number of Client Access Licenses. Each Client Access License entitles Customer to receive one (1) Enable Code from Changepoint which will enable Customer to have one (1) user use the Licensed Materials. (b) Customer may install Licensed Software on one or more computer servers as it desires. Customer is granted an unlimited number of Client Access Licenses. Subject to the terms and conditions of this Agreement, Changepoint hereby grants to Corio a fee-bearing, irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) license in the Territory to (i) reproduce the Software in machine executable object code format only for installation on the Corio Servers; (ii) install multiple copies of the Software on Corio's Servers which will be made remotely accessible to Corio's Customers for their internal business purposes, (iii) permit limited access to and use of the Software by Customers through Corio Servers solely for such Customer's internal business purposes; (iv) sublicense an unlimited number of Customers to access and use the Software only through the installation on Corio Servers solely for such Customer's internal business purposes; and (v) use Changepoint's tools and utilities, if any, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, to configure, integrate and manage the Software. Changepoint grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid-up license to install and use the Software, Documentation, and Software tools and utilities if any, for an unlimited number of Corio users, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for Corio's internal business purposes. The Components of the CHANGEPOINT Software which are licensed to Customer hereunder are the following: CHANGEPOINT, SQL edition, version 5.2, for an unlimited number of users, including the following modules: - Service Delivery Management - Project and Resource Management - Customer Relationship Management",Unlimited/All-You-Can-Eat-License
"Subject to the provisions of this Agreement including the provisions of Article 8, Changepoint hereby grants to Customer and Customer hereby accepts from Changepoint the perpetual, personal, non-transferable and non-exclusive Software Licenses to use the Licensed Software for Customer's internal business purposes. Subject to the terms and conditions of this Agreement, Changepoint hereby grants to Corio a fee-bearing, irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) license in the Territory to (i) reproduce the Software in machine executable object code format only for installation on the Corio Servers; (ii) install multiple copies of the Software on Corio's Servers which will be made remotely accessible to Corio's Customers for their internal business purposes, (iii) permit limited access to and use of the Software by Customers through Corio Servers solely for such Customer's internal business purposes; (iv) sublicense an unlimited number of Customers to access and use the Software only through the installation on Corio Servers solely for such Customer's internal business purposes; and (v) use Changepoint's tools and utilities, if any, subject to any restrictions placed on the Changepoint by third party software providers and payment of any applicable fees required by such third parties, to configure, integrate and manage the Software.",Irrevocable Or Perpetual License
"The Escrow Agent shall require Changepoint to place in an escrow account in Toronto a copy of the source code of the Software including all Updates and Upgrades thereto, documentation and similar materials (the ""SOURCE CODE""). If a Release Condition (as defined in Section 12.2 of this Agreement) occurs and the Escrow Agent provides the Source Code to Corio under the escrow agreement, Corio agrees to hold the Source Code in strict confidence, and not to use the Source Code for any purpose other than those purposes set forth under Section 12.3 of this Agreement. Within sixty (60) days of the Effective Date, Changepoint agrees to execute an escrow agreement by and among Corio, Changepoint and a mutually acceptable escrow agent (the ""ESCROW AGENT""). Corio shall notify Changepoint in writing if it believes that one of the following events (the ""RELEASE CONDITIONS"") has occurred and that it intends to seek release of the Source Code from the escrow account: (i) Changepoint's dissolution or ceasing to do business in the normal course, except as a result or a merger, amalgamation or sale of all or a substantial part of the assets of Changepoint, or (ii) Changepoint's repeated and material breach of Changepoint's Software Support and Maintenance obligations defined under Section 5 of this Agreement and EXHIBIT C pertaining to the correction of programming errors and such breach is not cured within sixty (60) days of receipt of written notice thereof from Corio. This<omitted>source code escrow shall survive any termination or expiration of this Agreement for the remaining term of any contracts Corio has with such Customers to continue providing the Corio Services. Corio shall bear all fees, expenses and other charges to open and maintain such escrow account.",Source Code Escrow
"Subject to Corio's payment of the Software support and maintenance fee as set forth in this Section 2.5, Changepoint's Software Support and Maintenance obligation with respect to Software distributed by Corio pursuant to this Section 2.5 shall continue after termination or expiration of this Agreement with respect to all Software Users granted access to the Software prior to termination or expiration of this Agreement, for the remaining duration of each such Software Users' rights to use the Software pursuant to agreements between Corio and its Customers. Subject to Corio's payment of the Software revenue sharing fees as set forth in EXHIBIT B hereto and the Software Support and Maintenance fee as provided in Section 2.5 of this Agreement, Changepoint's Software Support and Maintenance obligation shall continue after termination or expiration of this Agreement with respect to all Software Users granted access to the Software prior to termination or expiration of this Agreement for the remaining duration of each such Software Users' rights to use the Software pursuant to agreements between Corio and its Customers.",Post-Termination Services
"Such books and records shall be kept for at least three (3) years following the end of the calendar month to which they pertain, and shall be open for inspection by an independent certified public accountant reasonably acceptable to Corio, and made subject to Corio's standard non-disclosure agreement, for the sole purpose of verifying the amounts payable to Changepoint under this Agreement. In addition, if any such inspection reveals an underpayment of more than five percent (5%) for the period under audit, Corio shall reimburse Changepoint for the reasonable cost of the examination. Changepoint's independent certified auditors will have the right, exercisable not more than once every twelve (12) months, to inspect upon reasonable notice and during End User's regular business hours, End User's relevant records to verify End User's compliance with the terms of this Agreement and/or Changepoint's compliance with its obligations to Changepoint.",Audit Rights
"EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE CAUSE OF<omitted>ACTION FIRST ARISING, EVEN IF IT IS A CONTINUOUS ONE, OR IN THE AGGREGATE, WITH RESPECT OF ALL CLAIMS ARISING OUT OF OR RELATED TO THIS AGREEMENT, THE TOTAL AMOUNT ACTUALLY PAID BY CORIO UNDER THIS AGREEMENT TO CHANGEPOINT. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, INCIDENTIAL, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.",Uncapped Liability
"(c) Customer's exclusive remedy and Changepoint's sole obligation with respect to the breach of any of the foregoing warranties is for Changepoint to (i) make commercially reasonable efforts to correct or provide Customer with a workaround for the failure of the Licensed Software to conform substantially to the description thereof in the Documentation or to comply with the Y2K Warranty, as the case may be, or, at Changepoint's sole option, provide Customer with a refund for the License Fees paid with respect to such Licensed Software, and (ii) provide Customer with replacement media in the event there are defects in materials or workmanship in the media upon which the Licensed Software and Documentation are provided if the media is returned to Changepoint within the Warranty Period. FOR ANY BREACH OR DEFAULT BY CHANGEPOINT OF ANY OF THE PROVISIONS OF THIS AGREEMENT, OR WITH RESPECT TO ANY CLAIM ARISING HEREFROM OR RELATED HERETO, EXCEPT FOR ANY CLAIM FOR BREACH OF SECTION 5.2 (UNAUTHORIZED DISCLOSURE OF CONFIDENTIAL INFORMATION), OR FOR BREACH OF SECTION 6.4(A) (INTELLECTUAL PROPERTY INDEMNITY), CHANGEPOINT'S ENTIRE LIABILITY, REGARDLESS OF THE FORM OF ACTION, WHETHER BASED ON CONTRACT OR TORT, INCLUDING 32 NEGLIGENCE, SHALL IN NO EVENT EXCEED (I) THE AMOUNT PAID BY CUSTOMER HEREUNDER FOR THE LICENSED MATERIALS, (II) THE AMOUNT PAID BY CUSTOMER FOR THE MAINTENANCE SERVICE THAT IS THE SUBJECT OF THE CLAIM IF THE CLAIM RELATES TO A BREACH OR DEFAULT BY CHANGEPOINT OF THE PROVISIONS OF ARTICLE 7, (III) THE AMOUNT PAID BY CUSTOMER FOR THE INSTALLATION SERVICE THAT IS THE SUBJECT OF THE CLAIM IF THE CLAIM RELATES TO A BREACH OR DEFAULT BY CHANGEPOINT OF THE PROVISIONS OF THIS AGREEMENT PERTAINING TO INSTALLATION SERVICE, OR (IV) IN THE AGGREGATE WITH RESPECT TO ALL CLAIMS UNDER OR RELATED TO THIS AGREEMENT, THE AMOUNT PAID BY CUSTOMER UNDER THIS AGREEMENT. IN NO EVENT WILL CHANGEPOINT BE LIABLE UNDER SUCH AGREEMENT FOR ANY LOSS OF PROFITS, LOSS OF USE, BUSINESS INTERRUPTION, LOSS OF DATA, COST OF COVER OR INDIRECT, SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES OF ANY KIND IN CONNECTION WITH OR ARISING OUT OF THE FURNISHING, PERFORMANCE OR USE OF THE SOFTWARE OR SERVICES PERFORMED HEREUNDER, WHETHER ALLEGED AS A BREACH OF CONTRACT OR TORTIOUS CONDUCT, INCLUDING NEGLIGENCE, EVEN IF CHANGEPOINT HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, INCIDENTIAL, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. CHANGEPOINT'S, LIABILITY UNDER SUCH AGREEMENT FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL AND/OR CONSEQUENTIAL DAMAGES OF ANY KIND, INCLUDING, WITHOUT LIMITATION, RESTITUTION, WILL NOT, IN ANY EVENT, EXCEED THE FEE PAID BY END USER TO CHANGEPOINT UNDER SUCH AGREEMENT. Neither party may bring an action, regardless of form, arising out of or related to this Agreement (other than to recover License Fees or Maintenance Fees) more than two (2) years after the cause of action has arisen or the date of discovery of such cause, whichever is later. Changepoint's sole liability under this Section 7.4 is limited to use of reasonable efforts to correct or replace the defective Software with conforming Software, and if neither of the foregoing are commercially practicable, as determined by Changepoint in its reasonable discretion, Changepoint may, at its option, terminate this Agreement and refund all prepaid fees, if any. The foregoing are Corio's sole and exclusive remedies for breach of this Year 2000 warranty and Changepoint's sole obligation. Should the Licensed Materials or any of them become, or in Changepoint's sole opinion be likely to become, the subject of a claim of infringement, misappropriation, or violation of an Intellectual Property Right (an ""Infringement Claim"") Changepoint may (i) procure for Customer, at no cost to Customer the right to continue to use the Licensed Materials which are the subject of the Infringement Claim (ii) replace or modify the Licensed Materials or part thereof subject to such Infringement Claim with software or documentation of at least comparable functionality, at no cost to Customer, or (iii) if neither of the forgoing alternatives are reasonably practical in Changepoint's sole judgement, remove the component that is the subject of the Infringement Claim or any or all other parts of the Licensed Materials and refund to Customer the License Fees paid by Customer for the part removed as depreciated on a straight line five (5) year basis from the date of delivery of the part to Customer.<omitted>This Section 6.4 states the entire liability of Changepoint and Customer's sole remedies with respect to any Infringement Claim. Changepoint warrants that during the Warranty Period: (i) the Licensed Software will conform substantially to the description thereof in the Documentation, and (ii) the media upon which the Licensed Software and Documentation are provided will be free from defects in materials and workmanship.<omitted>The Warranty Period for the Licensed Software shall mean the period commencing on the Effective Date and ending ninety (90) days thereafter. Termination of this Agreement by Corio for non conformance of the Software to the Documentation under this Section 3.1 shall, upon a refund of all fees paid to Changepoint, be Corio's sole and exclusive remedy against Changepoint for any nonconformance of the Software with the Documentation. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE CAUSE OF<omitted>ACTION FIRST ARISING, EVEN IF IT IS A CONTINUOUS ONE, OR IN THE AGGREGATE, WITH RESPECT OF ALL CLAIMS ARISING OUT OF OR RELATED TO THIS AGREEMENT, THE TOTAL AMOUNT ACTUALLY PAID BY CORIO UNDER THIS AGREEMENT TO CHANGEPOINT. Changepoint will replace any defective media returned to Changepoint during the Warranty Period. In the event any such breach of warranty can not be reasonably corrected at Changepoint's sole expense, Corio has the right to terminate this Agreement and receive a<omitted>refund of all prepaid fees, if any. The foregoing are Corio's sole and exclusive remedies for breach of the foregoing product warranty.",Cap On Liability
"Changepoint warrants that the Software will perform in substantial accordance with the Documentation, and the media on which the Software is distributed will be free from defects in materials and workmanship under normal use, for a period of one hundred twenty (120) days after delivery of the Software to Corio for Acceptance Testing (the ""Warranty Period""). Changepoint will replace any defective media returned to Changepoint during the Warranty Period. Changepoint warrants that during the Warranty Period: (i) the Licensed Software will conform substantially to the description thereof in the Documentation, and (ii) the media upon which the Licensed Software and Documentation are provided will be free from defects in materials and workmanship. The Warranty Period for the Licensed Software shall mean the period commencing on the Effective Date and ending ninety (90) days thereafter.",Warranty Duration
"Changepoint, Inc. (""Changepoint"") shall be a direct and intended third-party beneficiary to this Agreement.",Third Party Beneficiary
"In the event Galacticomm, Inc. chooses to terminate this agreement, Horst Entertainment Inc. will have the right to purchase a license copy of the software in the amount of $15,000.00.",License Grant
"This Agreement shall be construed, enforced, performed and in all respects governed by and in accordance with the laws in the State of Washington.",Governing Law
Microsoft may terminate this Agreement at any time without cause upon [*] ([*]) days prior written notice.,Termination For Convenience
"Except as expressly permitted hereunder or in Exhibit F hereto, neither party may transfer, assign or sublicense this Agreement, or any rights or obligations hereunder, whether by contract or by operation of law, except with the express written consent of the other party, and any attempted transfer, assignment or sublicense by a party in violation of this Section shall be void. For purposes of this Agreement, an ""transfer"" under this Section shall be deemed to include, without limitation, the following: (a) a merger or any other combination of an entity with another party (other than a reincorporation of Inktomi from the State of California to the State of Delaware), whether or not the entity is the surviving entity; (b) any transaction or series of transactions whereby a third party acquires direct or indirect power to control the management and policies of an entity, whether through the acquisition of voting securities, by contract, or otherwise; (c) in the case of Inktomi, the sale or other transfer of Inktomi's search engine business or any other substantial portion of Inktomi's assets (whether in a single transaction or series of transactions), or (d) the transfer of any rights or obligations in the course of a liquidation or other similar reorganization of an entity (other than a reincorporation of Inktomi from the State of California to the State of Delaware).",Change Of Control
"Except as expressly permitted hereunder or in Exhibit F hereto, neither party may transfer, assign or sublicense this Agreement, or any rights or obligations hereunder, whether by contract or by operation of law, except with the express written consent of the other party, and any attempted transfer, assignment or sublicense by a party in violation of this Section shall be void.",Anti-Assignment
"Inktomi, and Inktomi hereby irrevocably assigns to Microsoft an [*] interest therein.",Ip Ownership Assignment
"All Usage Data shall be owned jointly by Microsoft and Inktomi, and Inktomi hereby irrevocably assigns to Microsoft an [*] interest therein.",Joint Ip Ownership
"Inktomi will grant to Microsoft an irrevocable, non-exclusive, royalty-free license to use the Product (and all required underlying Inktomi Technology) solely in connection with Microsoft's operation of the Microsoft Search Engine (which license shall include the right to create enhancements and other derivative works based thereon for use in conjunction therewith) for such period as Microsoft may require to transition its search engine services to non-Inktomi technology (the ""Transition Period""), and Inktomi will waive all royalties otherwise payable pursuant to the Software Development Agreement and/or the Information Services Agreement between the parties of even date herewith; for the purposes of this clause (iv), the Transition Period will commence at such time as Microsoft assumes control over said separate cluster and begins itself operating the Microsoft Search Engine, and will continue thereafter for eighteen months (18) or until the<omitted>termination of the Software Development Agreement and Information Services Agreement (whichever is longer);",License Grant
"Except as expressly permitted hereunder or in Exhibit F hereto, neither party may transfer, assign or sublicense this Agreement, or any rights or obligations hereunder, whether by contract or by operation of law, except with the express written consent of the other party, and any attempted transfer, assignment or sublicense by a party in violation of this Section shall be void.",Non-Transferable License
"Inktomi will direct the Escrow Agent to release to Microsoft all Confidential Materials held by the Escrow Agent, subject to Microsoft's agreement to use such Confidential Materials only in connection with its licensed rights under clause (iv) above;",Source Code Escrow
