clause_text,clause_label
"Party B shall have the right to terminate this Agreement in advance without the prior written consent from Party A, bysending a written notice to Party A but Party A may not terminate or rescind this Agreement;",Termination For Convenience
"The rights and obligations of each Party under this Agreement shall not be transferred, except for the transfer by Party B to its affiliates.",Anti-Assignment
"The Parties agree that any and all intellectual property researched and developed, created and invented by the Parties (including their employees) in the course of performance of this Agreement shall be owned by Party B. For the purpose of this Article 12.3, ""Intellectual Property"" means the patent, patent application right, trademark, service mark, logo, image, trade name, internet domain name, design right, copyright (including copyright of computer software) and moral rights, database right, right of semiconductor design drawing, utility model, proprietary technology and other intellectual property that are registered and unregistered including those that have applied for registration, as well as all other rights or protection methods with same or similar effect on a global scope.",Ip Ownership Assignment
"Notwithstanding the foregoing provisions, neither Party shall be responsible to the other Party in respect of any indirect loss or damage caused hereunder. The demand for liquidated damages and specific performance in respect of any breach during the Term of Cooperation are all remedies that the non-breaching Party shall have under this Agreement.",Cap On Liability
"Except as otherwise agreed hereunder, if Party A or its subsidiaries fail to pay the Service Fee in full on schedule according to provisions of Article 4.1 and Article 4.2, then Party A or its subsidiaries shall, in addition to the continuance of the payment of Service Fee in full, it shall pay Party B the liquidated damages at a daily interest rate of 0.03% in respect of the outstanding Service Fee.",Liquidated Damages
"The execution, validation, interpretation, performance, modification and termination of this Agreement and the settlement of disputes under this Agreement shall be governed by the Laws of China.",Governing Law
"Party B guarantees that the Driver User will enjoy the most favorable treatment in accordance with the terms and conditions stipulated in This Agreement during the Period of Cooperation. Party B shall provide the Driver User with long-term and stable rental sources and the most favorable financial leasing scheme, complete the vehicle leasing transactions with the Driver User through the Platform, and provide the Driver User with high-quality financial leasing services. In case that the price and other substantive terms offered by Party B to such entity are more favorable than those enjoyed by the Driver User in any commercial cooperative relationship signed or formed between Party B and any entity, the Driver User and Party B shall amend the provisions in the Financial Leasing Agreement signed by both parties to enable the Driver User to enjoy the same or more favorable provisions as those enjoyed by such other entities, such modifications shall include but not limit to the modifications of the monthly rent terms.",Most Favored Nation
"The following acts constitute Class D breaches.<omitted>10.4.11 In consideration of the fact that Party B may have access to the relevant trade secrets of Didi during the cooperation, Party B or Party B's any affiliate cooperates with any entity competitive with Didi (including but not limited to Meituan, CAR, Yongche, izu, Caocao, Dida) in any form without prior written notice to and confirmation by Didi; 10.4.12 Party B introduces the entities competitive with Didi (including but not limited to Meituan, CAR, Yongche, izu, Caocao, Dida) to Driver Users, and induces Driver Users to conduct activities directly competing or conflicting with Didi;",Non-Compete
"In the case of a written notice 15 days in advance from either party to the other Party And a payment of the liquidated damages of RMB10,000 (RMB TEN THOUSAND), this Agreement shall terminate as of the date of termination stated in the notice of termination. Party A is entitled to unilaterally terminate this Agreement within three natural months from the signing date of this Agreement.",Termination For Convenience
"During the term of this Agreement, neither party may assign, or transfer its rights and obligations under this Agreement in whole or in part, without the prior written consent of the other party.",Anti-Assignment
"After the termination of this Agreement, Party B shall strictly perform the Financial Leasing Agreement signed with the Driver User until the lease expires.",Post-Termination Services
"Party B's use of the Platform and the acquisition of any information by using the Platform are solely at Party B's independent judgment and is at Party B's own risk (including but not limited to the losses caused by damage to Party B's computer system or mobile phone system or loss of data.) Party B has fully understood the functions and characteristics of services of the Platform prior to the use of the Platform and agrees that Party A shall not be liable to Party B for any defect in software, insufficiency of function or any necessary improvement. Unless any party is in violation of the confidentiality clause, in any case, neither party shall be liable for any indirect, punitive claims, or claims for losses of commercial profits, or damages for business losses of the company or any third Party Arising from this Agreement, or for any loss or inaccuracy of data of any form, whether based on Agreement, tort or any other legal principle, even though the party has been informed of the possibility of such damage.",Cap On Liability
"If Party B shall pay liquidated damages for breach of this Agreement or violation of the platform rules, Party A is entitled to request Party B to pay the liquidated damages. In this case, Party B shall pay additional deposit equivalent to the liquidated damages when it pays the liquidated damages. The following acts constitute Class B breaches. In the event of any breach below by Party B, Party B shall immediately remedy the breach, and Party A is entitled to request Party B to pay the liquidated damages of an amount from RMB1,000 (RMB ONE THOUSAND) to RMB 5,000 (RMB FIVE THOUSAND) based on the consequences of the breach, and send the Confirmation Letter on the Breach of the Partner of Xiaoju Online Ride-hailing Marketplace to Party B. In the case of a written notice 15 days in advance from either party to the other Party And a payment of the liquidated damages of RMB10,000 (RMB TEN THOUSAND), this Agreement shall terminate as of the date of termination stated in the notice of termination. In case that the Driver User unilaterally terminates the Financial Leasing Agreement in advance, Party B shall collect the liquidated damages from the Driver User within 30% of the ""down payment + total monthly rent + last payment"" stipulated in the Financial Leasing Agreement; Any violation of this article by Party B shall be considered as a material breach of the this Agreement, and Party A is entitled to immediately terminate this Agreement and the cooperation relationship between the Parties, and request Party B to pay the liquidated damages of RMB 50,000 (RMB FIFTY THOUSAND) and indemnify for all losses incurred to Party A thereby. For example, if Party B shall pay liquidated damages as much as RMB N, it shall pay additional RMB N to increase the deposit paid in accordance with Article 4.2 after it pays the liquidated damages or Party A deducts the liquidated damages from the deposit. The following acts constitute Class D breaches. In the event of any breach below by Party B, Party B shall immediately remedy the breach, and Party A is entitled to request Party B to pay the liquidated damages of not less than RMB50,000 (RMB FIFTY THOUSAND) based on the consequences of the breach, and send the Confirmation Letter on the Breach of the Partner of Xiaoju Online Ride-hailing Marketplace to Party B, and terminate the Agreement. In such case, Party A is entitled to immediately terminate the Agreement and the cooperation relationship between the Parties, and request Party B to pay the liquidated damages of RMB50,000 (RMB FIFTY THOUSAND) and indemnify for all losses incurred to Party A thereby. The following acts constitute Class C breaches. In the event of any breach below by Party B, Party B shall immediately remedy the breach, and Party A is entitled to request Party B to pay the liquidated damages of an amount from RMB5,000 (RMB FIVE THOUSAND) to RMB50,000 (RMB FIFTY THOUSAND) based on the consequences of the breach, and send the Confirmation Letter on the Breach of the Partner of Xiaoju Online Ride-hailing Marketplace to Party B.",Liquidated Damages
"This Agreement will be construed and interpreted in accordance with the laws of the State of Delaware, without regard to any choice of law provision.",Governing Law
"With respect to any [***],<omitted>(ii) the per unit pricing charged by BLI to Ginkgo at any time shall be no greater than the lowest of the (A) lowest price per unit charged by BLI or its Affiliates to any similarly situated Third Party customer (i.e. taking into account [***]) for such unit at any time in the [***] ([***]) months prior to the delivery of the applicable Purchase Order by Ginkgo or (B) the then- current List Price; provided, however, that in no event shall BLI be required to charge a price less than the cost of goods sold for such unit, as determined in accordance with United States generally accepted accounting principles, consistently applied.",Most Favored Nation
"During the Term and for a period of [***] ([***]) months following the Term of this Agreement, other than pursuant to Sections 13.3.2 (Effects of Termination Based Upon Ginkgo's Buy-Down Election) or 13.3.3 (Effects of Termination Based Upon an Uncured Ginkgo Breach, Insolvency or Force Majeure Event), BLI shall not, and shall cause its Affiliates not to, directly or indirectly, itself or with or through a Third Party, develop, configure, customize, license, sell, provide or otherwise give access to the Beacon Platform or any [***] to, [***] or its Affiliates for any use; provided that this restriction shall terminate as set forth in Section 13.3 (Effects of Expiration or Termination) or if Ginkgo has not satisfied its Minimum Cumulative Purchase Commitments (as such may be adjusted under this Agreement) for a full Contract Year, including [***] as permitted under Section 7.2.2(a) (Minimum Cumulative Purchase Commitments) or Section 7.2.2(b)(iii) (Development Purchase Commitments); provided that BLI will provide written notice to Ginkgo within [***] ([***]) days of the end of any Contract Year with respect to which BLI believes that Ginkgo has not satisfied its Minimum Cumulative Purchase Commitment. Except as provided in this Section 6.2.1 (Restrictions on BLI) and the scope of rights granted to<omitted>Ginkgo under this Agreement (including under Section 6.1 (Headstart Period) and Section 9.1 (Licenses to Ginkgo)), nothing in this Agreement shall otherwise limit, prohibit or preclude BLI from developing, configuring, customizing, licensing, selling or providing the Beacon Platform or Collaboration Workflows for itself or to a Third Party for any uses or otherwise entering into a business or advisory arrangement with any Third Party.",Competitive Restriction Exception
"During the Term and for a period of [***] ([***]) months following the Term of this Agreement, other than pursuant to Sections 13.3.2 (Effects of Termination Based Upon Ginkgo's Buy-Down Election) or 13.3.3 (Effects of Termination Based Upon an Uncured Ginkgo Breach, Insolvency or Force Majeure Event), BLI shall not, and shall cause its Affiliates not to, directly or indirectly, itself or with or through a Third Party, develop, configure, customize, license, sell, provide or otherwise give access to the Beacon Platform or any [***] to, [***] or its Affiliates for any use; provided that this restriction shall terminate as set forth in Section 13.3 (Effects of Expiration or Termination) or if Ginkgo has not satisfied its Minimum Cumulative Purchase Commitments (as such may be adjusted under this Agreement) for a full Contract Year, including [***] as permitted under Section 7.2.2(a) (Minimum Cumulative Purchase Commitments) or Section 7.2.2(b)(iii) (Development Purchase Commitments); provided that BLI will provide written notice to Ginkgo within [***] ([***]) days of the end of any Contract Year with respect to which BLI believes that Ginkgo has not satisfied its Minimum Cumulative Purchase Commitment.",Non-Compete
"In the event that a Party solicits and then hires an employee of the other Party in violation of this Section 14.4 (Non-Solicit), the hiring Party shall, [***], within [***] ([***]) days of such hire, pay the other Party an amount equal to the [***] cash compensation actually paid to the individual<omitted>([***]) by the non-hiring Party in the immediately prior calendar year and, further, if the individual solicited and then hired in violation of this is a Key Person under Section 5.4.1(b) (Dedicated FTEs; Key Persons), then BLI shall have [***] ([***]) months to identify an employee as the individual to replace such Key Person and any (a) [***] or (b) [***], in each case (a)-(b), to the extent due to the absence of such Key Person performing a Workflow Development Plan upon which the Key Person was engaged, shall be deemed waived for that [***] month period. Neither Party will, [***], directly or indirectly with or through any Person, solicit for employment any Person who is an employee of the other Party; provided, however, that general solicitation of the public for employment shall not constitute a solicitation hereunder so long as such general solicitation is not designed to target any such Person.",No-Solicit Of Employees
"With respect to Beacon Optofluidic Machines (including related Hardware and Software), Consumables and Services for which Ginkgo has placed a Purchase Order pursuant to this Agreement, the Parties agree to the BLI Terms and Conditions that apply with respect to Beacon Optofluidic Machines (including related Hardware and Software), Consumables and Services, unless, notwithstanding anything to the contrary set forth in the BLI Terms and Conditions (including any language regarding the treatment of additional or different terms set forth therein), a term in such BLI Terms and Conditions is inconsistent with a term in this Agreement, in which case this Agreement shall control, including as follows:<omitted>4.1.9 Ginkgo may elect, at any time in its sole discretion, to terminate the Software License Agreement that comprises part of the BLI Terms and Conditions and, upon such termination, Ginkgo's right to use such underlying Software shall term",Termination For Convenience
"Each Party may only subcontract its activities under this Agreement (including under a Workflow Development Plan) with the other Party's consent; provided that such consent shall not be necessary if (a) such subcontracting of activities is [***]<omitted>of such subcontracting Party (e.g. [***]) or (b) [***] (e.g. [***]) in order for a Party to [***]. Each sublicense of any license granted to BLI under this Section 9.2 (Grants to BLI) will (i) be in writing, (ii) be consistent with the terms and conditions of this Agreement and (iii) require each sublicensee thereunder to comply with all terms of this Agreement applicable to a sublicensee; provided that, subject to Section 6.2.1, such prior written consent of Ginkgo shall not be needed for any sublicense granted by BLI (a) under Section 9.2.1, to a Permitted Subcontractor of BLI under Section 2.7 (Subcontracting) to the extent such sublicense relates to the subcontracted activities, (b) any wholly-owned subsidiary of BLI existing as of the Effective Date, or (c) any other Person, including other Affiliates and any Third Party, under Section 9.2.2. Except as permitted under Sections 9.2.1 and 9.2.2, BLI may not sublicense, assign or otherwise transfer the rights granted to it in this Section 9.2 (Grants to BLI) without first obtaining the prior written consent of Ginkgo[***]. Any purported assignment of this Agreement by a Party in contradiction to this Section 14.4 (Assignment) will be void and of no effect. Neither Party may assign or otherwise transfer this Agreement or any rights hereunder, without the prior written consent of the other Party; provided that either Party may assign or otherwise transfer this Agreement or any rights hereunder (a) to a wholly-owned subsidiary of such Party or (b) in connection with the transfer or sale of all or substantially all of the business or assets of such Party related to the subject matter of this Agreement, whether by merger, consolidation, divestiture, restructure, sale of stock sale of assets or otherwise its successor, whether in a merger, sale of stock or sale of assets or any other transaction, in each case (a)-(b), without first obtaining the prior written consent of the other Party, so long as the non-assigning Party is notified in writing of such assignment within [***] ([***]) days following such assignment; provided further that, in no event may BLI assign this Agreement, in whole or in part, to any Person [***] without first obtaining Ginkgo's prior written consent.",Anti-Assignment
"In the event that Ginkgo uses any of the BLI Proprietary Workflows identified in Exhibit D to conduct Commercial Services for a Third Party customer and such Commercial Services [***] result in the discovery of an Antibody to be used as the active ingredient in a therapeutic product for which a Third Party [***] (each such Antibody subject to this Section 7.4.2 (Milestone Payments), a ""Discovered Antibody""), then, on a Discovered Antibody-by-Discovered Antibody basis, in the event such Third Party (a) achieves any of the milestone events noted below in Table 7.4.2 (each, a ""Milestone Event"") with respect to a Discovered Antibody and (b) makes a payment to Ginkgo in connection with such Milestone Event, then Ginkgo will pay BLI [***] percent ([***]%) of such payment received by Ginkgo from such Third Party up to the amount of the corresponding ""Maximum Milestone Payment"" for such milestone event set forth below in Table 7.4.2 (each, a ""Milestone Payment"".",Revenue/Profit Sharing
"Subject to the terms of this Agreement (including the remainder of this Section 7.2.2 (Contract Year Purchase Targets and Commitments)), for each Contract Year, Ginkgo shall [***] make Development Purchases and Production Purchases from BLI in the amounts set forth in the<omitted>""Development Purchase Commitment"" and ""Production Purchase Target"" columns respectively in Table 7.2.2 with respect to such Contract Year: Subject to Ginkgo's obligation to satisfy the Minimum Cumulative Purchase Commitment for a Contract Year, with respect to the second [***] Contract Years), Ginkgo's Production Purchase Targets for the [***] Contract Years as set forth in Table 7.2.2 are [***], and the Parties expressly acknowledge and agree that [***]. Minimum Cumulative Purchase Commitment Contract Year 1 $ [***] $ [***] $ [***] $ [***] Contract Year 2 $ [***] $ [***] $ [***] $ [***] Contract Year 3 $ [***] $ [***] $ [***] $ [***] Contract Year 4 $ [***] $ [***] $ [***] $ [***] Contract Year 5 $ [***] $ [***] $ [***] $ [***] Contract Year 6 $ [***] $ [***] $ [***] $ [***] Contract Year 7 [***] $ [***] $ [***] $ 109,000,000 Total $ [***] $ [***] $150,000,000 N/A In the event that Ginkgo has the right to terminate this Agreement under Section 13.2.1 (Material Breach) due to a material breach of BLI to perform its supply-related obligations under this Agreement (for clarity, this shall not include (a) [***] or (b) [***], Ginkgo may elect by written notice to BLI to, instead of terminating this Agreement, keep this Agreement and, without limiting any other right or remedy under Applicable Law or this Agreement, to decrease the amount of the Minimum Cumulative Purchase Commitment for the current and future Contract Years, as well as the Full Purchase Target, in each case in amounts reasonably mutually agreed upon by the Parties in good faith in accordance with this Section 13.4 (Rights in Lieu of Termination for BLI's Material Breach of Supply Obligations). Subject to this Section 6.2.2(c) (Production Purchase Commitments), unless the Parties otherwise mutually agree in writing, the Production Purchase Target for the [***] shall constitute a binding obligation on Ginkgo and, in partial satisfaction of its Production Purchase commitment for the<omitted>[***], Ginkgo shall purchase [***] ([***]) [***] within [***] ([***]) days of the Effective Date, the cost of which, for clarity, shall be offset by the upfront payment paid by Ginkgo pursuant to Section 7.1 (Upfront Payment). With respect to each Contract Year, by no later than [***], Ginkgo shall have incurred (including all credits and offsets permitted under this Agreement) at least, in the aggregate since the beginning of the Term, the Minimum Cumulative Purchase Commitment amount for such Contract Year. The Minimum Cumulative Purchase Commitments for each of Contract Years [***] are binding commitments. If BLI has Substantially Completed at least [***] ([***]) [***] Workflows within the first [***] ([***]) Contract Years, then the Minimum Cumulative Purchase Commitment as of the Contract Year (which may include a portion of a full Contract Year) that is the last Contract Year during the Term pursuant to the terms of this Agreement shall change from $109 million (as currently reflected in Table 7.2.2) to $150 million. Subject to Section 7.2.2(a) (Minimum Cumulative Purchase Commitments), unless the Parties otherwise mutually agree in writing, the Development Purchase Commitment for the [***] Contract Years shall constitute a binding obligation on Ginkgo, and, subject to Ginkgo exercising its Buy-Down Option pursuant to Section 7.3 (Buy-Down Election), the Development Purchase Commitment for the [***] Contract Years shall also constitute binding obligations on Ginkgo. During the Term and for a period of [***] ([***]) months following the Term of this Agreement, other than pursuant to Sections 13.3.2 (Effects of Termination Based Upon Ginkgo's Buy-Down Election) or 13.3.3 (Effects of Termination Based Upon an Uncured Ginkgo Breach, Insolvency or Force Majeure Event), BLI shall not, and shall cause its Affiliates not to, directly or indirectly, itself or with or through a Third Party, develop, configure, customize, license, sell, provide or otherwise give access to the Beacon Platform or any [***] to, [***] or its Affiliates for any use; provided that this restriction shall terminate as set forth in Section 13.3 (Effects of Expiration or Termination) or if Ginkgo has not satisfied its Minimum Cumulative Purchase Commitments (as such may be adjusted under this Agreement) for a full Contract Year, including [***] as permitted under Section 7.2.2(a) (Minimum Cumulative Purchase Commitments) or Section 7.2.2(b)(iii) (Development Purchase Commitments); provided that BLI will provide written notice to Ginkgo within [***] ([***]) days of the end of any Contract Year with respect to which BLI believes that Ginkgo has not satisfied its Minimum Cumulative Purchase Commitment.",Minimum Commitment
"[***] shall designate up to [***] ([***]) BLI employees or personnel as key persons (individually, a ""Key Person"" and collectively, ""Key Persons""). BLI shall allocate Beacon Optofluidic Machines (including related Hardware and Software), Consumables and Services in short supply to Ginkgo [***], with such [***] allocation applicable only up to the number of units of such item set forth in the binding portions of the then-current Rolling Forecast. BLI shall not be obligated to supply in any [***] (i) a quantity of the [***] in excess of the amount designated in such [***] in the binding portion of the Rolling Forecast or (ii) a quantity of [***] that is greater than [***] percent ([***]%) of the amount designated for such item or service in such [***] in the binding portion of the Rolling Forecast (such amount, the ""Maximum Amount""); provided that notwithstanding the provisions set forth in this Section 5.3.1 (Issuance) or Section 5.3.2 (Acceptance and Rejection) to the contrary, BLI shall use [***] to accept and fulfill Purchase Orders for quantities of [***] in excess of the Maximum Amount in any [***].",Volume Restriction
"In no event shall Ginkgo, and Ginkgo shall cause its Affiliates to not, file any patent applications covering (or support existing patent applications covering) the [***] and, in the event Ginkgo (or its Affiliates) do file one or more of such patent applications, Ginkgo will and hereby does assign, and shall cause its employees, agents and contractors to assign, to BLI all rights, title and interests in, to and under such patent applications. Other than as permitted under Section 8.5.2 (Use of Collaboration Data), in no event shall BLI, and BLI shall cause its Affiliates to not, file any patent applications covering (or support existing patent applications covering) [***] and, in the event that BLI (or its Affiliates) do file one or more of such patent applications, BLI will and hereby does assign, and shall cause its employees, agents and contractors to assign, to Ginkgo all rights, title and interests in, to and under such patent applications.",Ip Ownership Assignment
"Subject to the terms and conditions of this Agreement, and in consideration for the payments to BLI under this Agreement, during the Term, BLI, on behalf of itself and its Affiliates, hereby grants and shall grant to Ginkgo a non-exclusive, sublicensable (solely in accordance with Section 9.1.4 (Consent to Sublicense)), non-transferable, non-royalty-bearing (subject to Section 13.3.2 (Effects of Termination Based Upon Ginkgo Buy-Down Election)) worldwide license in, to and under (i) BLI Background IP, and (ii) other Intellectual Property that is Controlled by BLI and that is [***] BLI Inventions, with both of (i) and (ii) being limited to what is necessary for Ginkgo to [***] and (iii) the Collaboration Intellectual Property solely to: (a) perform research [***] on biological entities, including organisms, cells and strains (and sub-components thereof); (b) (i) design and develop (A) Collaboration Workflows as generally contemplated under a Workflow Development Plan and (B) Ginkgo Workflows as permitted under this Agreement and (ii) use [***] Workflows to conduct the activities set forth in clause (a) and clause (c) of this Section 9.1.1 (Scope of Grants); (c) perform commercial research [***] and other Commercial Services for Third Parties; and (d) in each case of clauses (a) through (c) of this Section 9.1.1 (Scope of Grants), the license granted is for activities solely within the Licensed Field. Subject to the terms and conditions of this Agreement, during the Term BLI, on behalf of itself and its Affiliates, hereby grants and shall grant to Ginkgo a [***] license within the Licensed Field in, to and under any Intellectual Property Controlled by BLI that is necessary to make, have made, sell, have sold, import or use any [***] to make, have made, sell, have sold, import or use such [***]. With respect to any Intellectual Property developed by BLI or its Affiliates in collaboration or on behalf of a Third Party during the Term of this Agreement that is [***] for (a) [***] or (b) [***], with respect to each, BLI and its Affiliates shall [***] to [***] that BLI or its Affiliates Control such Intellectual Property so that BLI may grant a license to Ginkgo with respect to such Intellectual Property as set forth in Section 9.1 (Grants to Ginkgo). Subject to the terms and conditions of this Agreement, during the Term, Ginkgo hereby grants and shall grant to BLI: 9.2.1 a [***] and this Section 9.2 (Grants to BLI)), [***] license in, to and under any Intellectual Property (a) Controlled by Ginkgo, (b) used by Ginkgo in the conduct of a Workflow Development Plan and (c) necessary for BLI to perform its obligations under this Agreement ((a)-(c) collectively, ""Ginkgo Licensed IP""), solely to perform BLI's obligations under such Workflow Development Plan; and<omitted>9.2.2 after any applicable Headstart Period, with respect to any [***], a [***] license in, to and under any Ginkgo Licensed IP [***] necessary for the performance of, such [***], to make, have made, offer to sell, sell, have sold, import, use, commercialize or perform such [***] to or for Third Parties and to license such Third Parties to do the same. In the event that termination is the result of Ginkgo exercising the Buy-Down Election (including payment of the Buy-Down Amount), then, as of the effective date of termination: (a) any and all existing Headstart Periods shall immediately be deemed to have accelerated to conclusion, (b) the restrictions on BLI set forth in Section 6.2.1 (Restrictions on BLI) shall terminate; (c) the licenses granted to Ginkgo from BLI in Section 9.1.1 (Scope of Grants) and 9.1.2 (License Grant to Exploit [***]) shall survive and become perpetual and irrevocable; (d) the licenses granted to BLI from Ginkgo pursuant to Section 9.2 (Grants to BLI) shall survive; (e) any Licensed Products arising from Collaboration Workflows or Ginkgo Workflows developed and used by Ginkgo to good effect prior to the effective date of termination shall be [***] on any sale or transfer of such Licensed Product, (f) (i) for any Licensed Products arising from Workflows other than those set forth in subclause (e) of this Section 13.3.2 (Effects of Termination Based on Ginkgo's Buy-Down Election), Ginkgo shall pay [***] and (ii) Ginkgo shall pay [***] for as long as one or more Beacon Optofluidic Machines are in operation at Ginkgo, (g) the pricing terms for Beacon Optofluidic Machines, Consumables, and services (including Services) shall be consistent with then-current BLI List Prices, and (h) Ginkgo shall pay BLI for any amounts due for work performed by BLI under and in accordance with this Agreement prior to the effective date of termination to the extent that BLI cannot reasonably cancel or reallocate such work. For clarity and without limiting Section 8.8.1 (Non-Exclusive Manufacturing License; Covenant), the licenses granted to Ginkgo in Section 9.1.1 (Scope of Grants) and Section 9.1.2 (License Grant to Exploit [***]) do not include the right to make, have made, offer to sell or sell Consumables, [***], to or for Third Parties or any Ginkgo Affiliate or Ginkgo Subcontractor that are [***] on the Beacon Platform [***]. To ensure that, [***], BLI shall, and hereby does, automatically grant to Ginkgo, as of the date Ginkgo purchases an aggregate of [***] ([***]) Beacon Optofluidic Machine from BLI, a non-exclusive, non-royalty bearing and sublicensable (through multiple tiers) worldwide license in any Intellectual Property Controlled by BLI that is necessary to [***], solely for Ginkgo's [***] own internal use so that Ginkgo (or its Affiliates or permitted sublicensees) may [***].",License Grant
"Subject to the terms and conditions of this Agreement, and in consideration for the payments to BLI under this Agreement, during the Term, BLI, on behalf of itself and its Affiliates, hereby grants and shall grant to Ginkgo a non-exclusive, sublicensable (solely in accordance with Section 9.1.4 (Consent to Sublicense)), non-transferable, non-royalty-bearing (subject to Section 13.3.2 (Effects of Termination Based Upon Ginkgo Buy-Down Election)) worldwide license in, to and under (i) BLI Background IP, and (ii) other Intellectual Property that is Controlled by BLI and that is [***] BLI Inventions, with both of (i) and (ii) being limited to what is necessary for Ginkgo to [***] and (iii) the Collaboration Intellectual Property solely to: (a) perform research [***] on biological entities, including organisms, cells and strains (and sub-components thereof); (b) (i) design and develop (A) Collaboration Workflows as generally contemplated under a Workflow Development Plan and (B) Ginkgo Workflows as permitted under this Agreement and (ii) use [***] Workflows to conduct the activities set forth in clause (a) and clause (c) of this Section 9.1.1 (Scope of Grants); (c) perform commercial research [***] and other Commercial Services for Third Parties; and (d) in each case of clauses (a) through (c) of this Section 9.1.1 (Scope of Grants), the license granted is for activities solely within the Licensed Field.",Non-Transferable License
"With respect to any Intellectual Property developed by BLI or its Affiliates in collaboration or on behalf of a Third Party during the Term of this Agreement that is [***] for (a) [***] or (b) [***], with respect to each, BLI and its Affiliates shall [***] to [***] that BLI or its Affiliates Control such Intellectual Property so that BLI may grant a license to Ginkgo with respect to such Intellectual Property as set forth in Section 9.1 (Grants to Ginkgo). Subject to the terms and conditions of this Agreement, and in consideration for the payments to BLI under this Agreement, during the Term, BLI, on behalf of itself and its Affiliates, hereby grants and shall grant to Ginkgo a non-exclusive, sublicensable (solely in accordance with Section 9.1.4 (Consent to Sublicense)), non-transferable, non-royalty-bearing (subject to Section 13.3.2 (Effects of Termination Based Upon Ginkgo Buy-Down Election)) worldwide license in, to and under (i) BLI Background IP, and (ii) other Intellectual Property that is Controlled by BLI and that is [***] BLI Inventions, with both of (i) and (ii) being limited to what is necessary for Ginkgo to [***] and (iii) the Collaboration Intellectual Property solely to: (a) perform research [***] on biological entities, including organisms, cells and strains (and sub-components thereof); (b) (i) design and develop (A) Collaboration Workflows as generally contemplated under a Workflow Development Plan and (B) Ginkgo Workflows as permitted under this Agreement and (ii) use [***] Workflows to conduct the activities set forth in clause (a) and clause (c) of this Section 9.1.1 (Scope of Grants); (c) perform commercial research [***] and other Commercial Services for Third Parties; and (d) in each case of clauses (a) through (c) of this Section 9.1.1 (Scope of Grants), the license granted is for activities solely within the Licensed Field.",Affiliate License-Licensor
"Each sublicense of any license granted to BLI under this Section 9.2 (Grants to BLI) will (i) be in writing, (ii) be consistent with the terms and conditions of this Agreement and (iii) require each sublicensee thereunder to comply with all terms of this Agreement applicable to a sublicensee; provided that, subject to Section 6.2.1, such prior written consent of Ginkgo shall not be needed for any sublicense granted by BLI (a) under Section 9.2.1, to a Permitted Subcontractor of BLI under Section 2.7 (Subcontracting) to the extent such sublicense relates to the subcontracted activities, (b) any wholly-owned subsidiary of BLI existing as of the Effective Date, or (c) any other Person, including other Affiliates and any Third Party, under Section 9.2.2. Ginkgo may grant sublicenses of the license granted to Ginkgo under Section 9.1.1 (Scope of Grants) and Section 9.1.2 (License Grant to Exploit [***]) with the prior written consent of BLI[***]; provided that such prior written consent of BLI shall not be needed for any sublicense granted by Ginkgo to (a) a Permitted Subcontractor of Ginkgo under Section 2.7 (Subcontracting) to the extent such sublicense relates to the subcontracted activities, (b) any wholly-owned subsidiary of Ginkgo existing as of the Effective Date or (c) any other Person, including other Affiliates and any Third Party, under Section 9.1.2 (License Grant to Exploit [***]) so long as, in the case of this clause (c), the sublicense [***]. To ensure that, [***], BLI shall, and hereby does, automatically grant to Ginkgo, as of the date Ginkgo purchases an aggregate of [***] ([***]) Beacon Optofluidic Machine from BLI, a non-exclusive, non-royalty bearing and sublicensable (through multiple tiers) worldwide license in any Intellectual Property Controlled by BLI that is necessary to [***], solely for Ginkgo's [***] own internal use so that Ginkgo (or its Affiliates or permitted sublicensees) may [***].",Affiliate License-Licensee
"In the event that termination is the result of Ginkgo exercising the Buy-Down Election (including payment of the Buy-Down Amount), then, as of the effective date of termination:<omitted>(c) the licenses granted to Ginkgo from BLI in Section 9.1.1 (Scope of Grants) and 9.1.2 (License Grant to Exploit [***]) shall survive and become perpetual and irrevocable; Upon Expiration of this Agreement: (i) the licenses granted to BLI from Ginkgo pursuant to Section 9.2 (Grants to BLI) and the licenses granted to Ginkgo from BLI in Section 9.1.1 (Scope of Grants) and 9.1.2 (License Grant to Exploit [***]) shall survive and become perpetual, irrevocable, and royalty-free, (ii) no royalties shall be payable by Ginkgo on the sale or transfer of a Licensed Product, (iii) the pricing terms for Beacon Optofluidic Machines, Consumables, and services (including Services) set forth in Section 5.2.2 (Pricing - Adjustments) shall [***], (iv) the restrictions on BLI set forth in Section 6.2.1 (Restrictions on BLI) shall survive to the extent set forth therein and (v) [***]. In the event that termination is elected by Ginkgo based upon an Extended Force Majeure Event with respect to BLI pursuant to Section 13.2.1 (Force Majeure), then, as of the effective date of termination:<omitted>(c) the licenses granted to Ginkgo from BLI in Section 9.1.1 (Scope of Grants) and 9.1.2 (License Grant to Exploit [***]) shall survive and become perpetual, irrevocable and, subject to clause (f) of this Section 13.3.2, royalty-free;",Irrevocable Or Perpetual License
